firstName,lastName,district,nextReelection,leadershipTitle,party,dateOfBirth,cspanid,sex,govtrackLink,twitterID,youtubeID,lastElected,districtState,website,phone,senatorRank,house,description,govtrackID,education
Timothy,Bishop,1,2015-01-03 00:00,,DEM,1950-06-01 00:00,1003587,M,https://www.govtrack.us/congress/members/timothy_bishop/400031,TimBishopNY,timbishop01,2013-01-03 00:00,NY,http://timbishop.house.gov,202-225-3826,,HS,Representative from NY,400031,
Sanford,Bishop,2,2015-01-03 00:00,,DEM,1947-02-04 00:00,26194,M,https://www.govtrack.us/congress/members/sanford_bishop/400030,SanfordBishop,RepSanfordBishop,2013-01-03 00:00,GA,http://bishop.house.gov,202-225-3631,,HS,Representative from GA,400030,
Xavier,Becerra,34,2015-01-03 00:00,,DEM,1958-01-26 00:00,26567,M,https://www.govtrack.us/congress/members/xavier_becerra/400021,RepBecerra,XavierBecerra,2013-01-03 00:00,CA,http://becerra.house.gov,202-225-6235,,HS,Representative from CA,400021,
Joe,Barton,6,2015-01-03 00:00,,REP,1949-09-15 00:00,5248,M,https://www.govtrack.us/congress/members/joe_barton/400018,RepJoeBarton,repjoebarton,2013-01-03 00:00,TX,http://joebarton.house.gov,202-225-2002,,HS,Representative from TX,400018,
Tammy,Baldwin,,2019-01-03 00:00,,DEM,1962-02-11 00:00,57884,F,https://www.govtrack.us/congress/members/tammy_baldwin/400013,SenatorBaldwin,witammybaldwin,2013-01-03 00:00,WI,http://www.baldwin.senate.gov,202-224-5653,junior,SN,Junior senator from WI,400013,"A.B., Smith College, Northampton, Mass., 1984
J.D., University of Wisconsin Law School, Madison, Wis., 1989"
Spencer,Bachus,6,2015-01-03 00:00,,REP,1947-12-28 00:00,26397,M,https://www.govtrack.us/congress/members/spencer_bachus/400010,BachusAL06,congressmanbachus,2013-01-03 00:00,AL,http://bachus.house.gov,202-225-4921,,HS,Representative from AL,400010,"B.A., Auburn University, 1969
J.D., University of Alabama School of Law, 1972"
Robert,Aderholt,4,2015-01-03 00:00,,REP,1965-07-22 00:00,45516,M,https://www.govtrack.us/congress/members/robert_aderholt/400004,Robert_Aderholt,RobertAderholt,2013-01-03 00:00,AL,http://aderholt.house.gov,202-225-4876,,HS,Representative from AL,400004,
Robin,Kelly,2,2015-01-03 00:00,,DEM,1956-04-30 00:00,70399,F,https://www.govtrack.us/congress/members/robin_kelly/412595,RepRobinKelly,0,2013-04-09 00:00,IL,http://robinkelly.house.gov,202-225-0773,,HS,Representative from IL,412595,"B.A., Bradley University, Peoria, Ill., 1977
M.A., Bradley University, Peoria, Ill., 1982"
Marshall,Sanford,1,2015-01-03 00:00,,REP,1960-05-28 00:00,6513,M,https://www.govtrack.us/congress/members/marshall_sanford/400607,RepSanfordSC,RepSanfordSC,2013-05-15 00:00,SC,http://sanford.house.gov,202-225-3176,,HS,Representative from SC,400607,"M.B.A., University of Virginia, Charlottesville, Va., 1988"
Jason,Smith,8,2015-01-03 00:00,,REP,1980-06-16 00:00,71083,M,https://www.govtrack.us/congress/members/jason_smith/412596,RepJasonSmith,RepJasonSmith,2013-06-04 00:00,MO,http://jasonsmith.house.gov,202-225-4404,,HS,Representative from MO,412596,"B.S., University of Missouri, Columbia, Mo., 2001
J.D., Oklahoma City University School of Law, Oklahoma City, Oklahoma, 2004"
Edward,Markey,,2015-01-03 00:00,,DEM,1946-07-11 00:00,260,M,https://www.govtrack.us/congress/members/edward_markey/400253,MarkeyMemo,RepMarkey,2013-07-16 00:00,MA,http://www.markey.senate.gov,202-224-2742,junior,SN,Junior senator from MA,400253,
Cory,Booker,,2015-01-03 00:00,,DEM,1969-04-27 00:00,84679,M,https://www.govtrack.us/congress/members/cory_booker/412598,SenBookerOfc,SenCoryBooker,2013-10-31 00:00,NJ,http://www.booker.senate.gov,202-224-3224,junior,SN,Junior senator from NJ,412598,"B.A., Stanford University, 1991
M.A., Stanford University, 1992
J.D., Yale Law School, 1997"
Vance,McAllister,5,2015-01-03 00:00,,REP,1974-01-07 00:00,73009,M,https://www.govtrack.us/congress/members/vance_mcallister/412599,RepMcAllister,0,2013-11-16 00:00,LA,http://mcallister.house.gov,202-225-8490,,HS,Representative from LA,412599,
Katherine,Clark,5,2015-01-03 00:00,,DEM,1963-07-17 00:00,73178,F,https://www.govtrack.us/congress/members/katherine_clark/412600,RepKClark,0,2013-12-12 00:00,MA,http://katherineclark.house.gov,202-225-2836,,HS,Representative from MA,412600,"B.A., Saint Lawrence University, Canton, N.Y., 1985
J.D., Cornell University Law School, Ithaca, N.Y., 1989
M.P.A., Kennedy School of Government, Harvard University, Cambridge, Mass., 1997"
Bradley,Byrne,1,2015-01-03 00:00,,REP,1955-02-16 00:00,73486,M,https://www.govtrack.us/congress/members/bradley_byrne/412601,RepByrne,0,2014-01-08 00:00,AL,http://byrne.house.gov,202-225-4931,,HS,Representative from AL,412601,
John,Walsh,,2015-01-03 00:00,,DEM,1960-11-03 00:00,73846,M,https://www.govtrack.us/congress/members/john_walsh/412602,SenWalshOffice,0,2014-02-11 00:00,MT,http://www.walsh.senate.gov,202-224-2651,junior,SN,Junior senator from MT,412602,"B.S., University of the State of New York, 1990
M.A., U.S. Army War College, Carlisle, Pa., 2007"
David,Jolly,13,2015-01-03 00:00,,REP,1972-10-31 00:00,73783,M,https://www.govtrack.us/congress/members/david_jolly/412603,USRepDavidJolly,0,2014-03-11 00:00,FL,http://jolly.house.gov,202-225-5961,,HS,Representative from FL,412603,
